ProductCode,Product Description
391620,- Of polymers of vinyl chloride
391690,- Of other plastics
3917,"Tubes, pipes and hoses, and fittings therefor (for example, joints, elbows, flanges), of plastics."
391710,- Artificial guts (sausage casings) of hardened protein or of cellulosic materials
391721,-- Of polymers of ethylene
391722,-- Of polymers of propylene
391723,-- Of polymers of vinyl chloride
391729,-- Of other plastics
391731,"-- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa"
391732,"-- Other, not reinforced or otherwise combined with other materials, without fittings"
391733,"-- Other, not reinforced or otherwise combined with other materials, with fittings"
391739,-- Other
391740,- Fittings
3918,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics, as defined in Note 9 to this Chapter."
391810,- Of polymers of vinyl chloride
391890,- Of other plastics
3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls."
391910,- In rolls of a width not exceeding 20 cm
391990,- Other
3920,"Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials."
392010,- Of polymers of ethylene
392020,- Of polymers of propylene
392030,- Of polymers of styrene
392041,(-2001) - - Rigid
392042,(-2001) - - Flexible
392043,(2002-) -- Containing by weight not less than 6 % of plasticisers
392049,(2002-) -- Other
392051,-- Of poly(methyl methacrylate)
392059,-- Other
392061,-- Of polycarbonates
392062,-- Of poly(ethylene terephthalate)
392063,-- Of unsaturated polyesters
392069,-- Of other polyesters
392071,-- Of regenerated cellulose
392072,(-2006)  -- Of vulcanised fibre
392073,-- Of cellulose acetate
392079,-- Of other cellulose derivatives
392091,-- Of poly(vinyl butyral)
392092,-- Of polyamides
392093,-- Of amino-resins
392094,-- Of phenolic resins
392099,-- Of other plastics
3921,"Other plates, sheets, film, foil and strip, of plastics."
392111,-- Of polymers of styrene
392112,-- Of polymers of vinyl chloride
392113,-- Of polyurethanes
392114,-- Of regenerated cellulose
392119,-- Of other plastics
392190,- Other
3922,"Baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware, of plastics."
392210,"- Baths, shower-baths, sinks and wash-basins"
392220,- Lavatory seats and covers
392290,- Other
3923,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics."
392310,"- Boxes, cases, crates and similar articles"
392321,-- Of polymers of ethylene
392329,-- Of other plastics
392330,"- Carboys, bottles, flasks and similar articles"
392340,"- Spools, cops, bobbins and similar supports"
392350,"- Stoppers, lids, caps and other closures"
392390,- Other
3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics."
392410,- Tableware and kitchenware
392490,- Other
3925,"Builders' ware of plastics, not elsewhere specified or included."
392510,"- Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l"
392520,"- Doors, windows and their frames and thresholds for doors"
392530,"- Shutters, blinds (including Venetian blinds) and similar articles and parts thereof"
392590,- Other
3926,Other articles of plastics and articles of other materials of headings 39.01 to 39.14.
392610,- Office or school supplies
392620,"- Articles of apparel and clothing accessories (including gloves, mittens and mitts)"
392630,"- Fittings for furniture, coachwork or the like"
392640,- Statuettes and other ornamental articles
392690,- Other
40,RUBBER AND ARTICLES THEREOF
4001,"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip."
400110,"- Natural rubber latex, whether or not pre-vulcanised"
400121,-- Smoked sheets
400122,-- Technically specified natural rubber (TSNR)
400129,-- Other
400130,"- Balata, gutta-percha, guayule, chicle and similar natural gums"
4002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 40.01 with any product of this heading, in primary forms or in plates, sheets or strip."
400211,-- Latex
400219,-- Other
400220,- Butadiene rubber (BR)
400231,-- Isobutene-isoprene (butyl) rubber (IIR)
400239,-- Other
400241,-- Latex
400249,-- Other
400251,-- Latex
400259,-- Other
400260,- Isoprene rubber (IR)
400270,- Ethylene-propylene-non-conjugated diene rubber (EPDM)
400280,- Mixtures of any product of heading 40.01 with any product of this heading
400291,-- Latex
400299,-- Other
4003,"Reclaimed rubber in primary forms or in plates, sheets or strip."
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip."
4004,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom."
400400,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom."
4005,"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip."
400510,- Compounded with carbon black or silica
400520,- Solutions; dispersions other than those of subheading 4005.10
400591,"-- Plates, sheets and strip"
400599,-- Other
4006,"Other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber."
400610,- “Camel-back” strips for retreading rubber tyres
400690,- Other
4007,Vulcanised rubber thread and cord.
400700,Vulcanised rubber thread and cord.
4008,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber."
400811,"-- Plates, sheets and strip"
400819,-- Other
400821,"-- Plates, sheets and strip"
400829,-- Other
4009,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges)."
400910,"(-2001) - Not reinforced or otherwise combined with other materials, without fittings"
400911,(2002-) -- Without fittings
400912,(2002-) -- With fittings
400920,"(-2001) - Reinforced or otherwise combined only with metal, without fittings"
400921,(2002-) -- Without fittings
400922,(2002-) -- With fittings
400930,"(-2001) - Reinforced or otherwise combined only with textile materials, without fittings"
400931,(2002-) -- Without fittings
400932,(2002-) -- With fittings
400940,"(-2001) - Reinforced or otherwise combined with other materials, without fittings"
400941,(2002-) -- Without fittings
400942,(2002-) -- With fittings
400950,(-2001) - With fittings
4010,"Conveyor or transmission belts or belting, of vulcanised rubber."
401010,(-1995) Of trapezoidal cross-section (V-belts and V-belting)
401011,(1996-) -- Reinforced only with metal
401012,(1996-) -- Reinforced only with textile materials
401013,(1996-2006)  -- Reinforced only with plastics
401019,(1996-) -- Other
401021,"(1996-2001)  - - Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 60 cm but not exceeding 180 cm"
401022,"(1996-2001)  - - Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 180 cm but not exceeding 240 cm"
401023,"(1996-2001)  - - Endless synchronous belts, of a circumference exceeding 60 cm but not exceeding 150 cm"
401024,"(1996-2001)  - - Endless synchronous belts, of a circumference exceeding 150 cm but not exceeding 198 cm"
401029,(1996-2001)  - - Other
401031,"(2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm"
401032,"(2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm"
401033,"(2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm"
401034,"(2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm"
401035,"(2002-) -- Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm"
401036,"(2002-) -- Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm"
401039,(2002-) -- Other
401091,(-1995) Of a width exceeding 20 cm
401099,(-1995) Other
4011,"New pneumatic tyres, of rubber."
401110,- Of a kind used on motor cars (including station wagons and racing cars)
401120,- Of a kind used on buses or lorries
401130,- Of a kind used on aircraft
401140,- Of a kind used on motorcycles
401150,- Of a kind used on bicycles
401161,(2002-) -- Of a kind used on agricultural or forestry vehicles and machines
401162,(2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm
401163,(2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm
401169,(2002-) -- Other
401191,"(-2001) - - Having a ""herring-bone"" or similar tread"
401192,(2002-) -- Of a kind used on agricultural or forestry vehicles and machines
401193,(2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm
401194,(2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm
401199,-- Other
4012,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber."
401210,(-2001) - Retreaded tyres
401211,(2002-) -- Of a kind used on motor cars (including station wagons and racing cars)
401212,(2002-) -- Of a kind used on buses or lorries
401213,(2002-) -- Of a kind used on aircraft
401219,(2002-) -- Other
401220,- Used pneumatic tyres
401290,- Other
4013,"Inner tubes, of rubber."
401310,"- Of a kind used on motor cars (including station wagons and racing cars), buses or lorries"
